id,cltv
89661,99127.08887265295
89662,130843.2616182834
89663,51965.21863643463
89664,55318.90969539838
89665,96061.40158535657
89666,47660.03931097701
89667,53103.27372028344
89668,143860.76049704777
89669,102284.65850999476
89670,143860.76049704777
89671,111537.44927771734
89672,122915.44693022466
89673,51892.42098706544
89674,142051.64988251432
89675,110807.30294741305
89676,49925.85814501984
89677,50325.2620730955
89678,121809.6475842789
89679,133774.36248711066
89680,49504.58711706273
89681,114163.75290749842
89682,48705.29101158336
89683,129728.55979096609
89684,90212.07304109578
89685,117350.40824726562
89686,53369.862512210595
89687,49440.76273562558
89688,118090.62881874133
89689,52684.845964869135
89690,111838.06788121564
89691,51711.57843135402
89692,116462.16595945845
89693,141128.1276958629
89694,108934.93466565538
89695,122715.52502247453
89696,109614.25173553328
89697,58539.19961076465
89698,117334.51912356654
89699,49572.90543500375
89700,47618.815178998535
89701,93868.28286270174
89702,139620.81070210942
89703,48532.79019834274
89704,143835.90602335153
89705,121815.58880606822
89706,106479.01014262368
89707,49768.96453133715
89708,129565.50700457912
89709,53142.08129673453
89710,111458.71115853832
89711,116844.22987846842
89712,121403.05649435519
89713,108365.74200279298
89714,145299.68641063693
89715,143775.2513676905
89716,50444.4047912947
89717,152889.06057047896
89718,98706.23984196932
89719,118732.3758855366
89720,66593.09519577658
89721,134868.24325227266
89722,48636.87900614932
89723,94903.39255162848
89724,93078.68309379762
89725,125349.95056653017
89726,48784.931693350256
89727,48942.41174217
89728,53573.974196685784
89729,152819.77554353978
89730,94178.24836959782
89731,132935.16815255774
89732,49734.57685169305
89733,129048.415701494
89734,110712.23557146588
89735,133381.447636716
89736,89301.0430418922
89737,134003.4720446256
89738,51963.040102598214
89739,50187.20834516733
89740,126892.43621427724
89741,106830.70564291306
89742,119479.29989235935
89743,107806.92041454172
89744,48344.32388343077
89745,123052.74021700045
89746,51237.74238120905
89747,126570.06539722651
89748,117642.41218920454
89749,58490.51910096701
89750,109718.14046291154
89751,111277.5029812617
89752,47889.88778111881
89753,121654.36354404905
89754,119511.51403138577
89755,120394.78942550984
89756,53459.12677413657
89757,145706.70986802285
89758,122254.90063819037
89759,128525.20052096942
89760,51616.96422913885
89761,127362.44315175578
89762,117855.9488706289
89763,107353.84754284879
89764,97992.64282916446
89765,125760.6416063162
89766,137268.31568636437
89767,145197.5860853413
89768,97139.61202239204
89769,107460.4509850324
89770,66003.05907865832
89771,114458.81684831946
89772,109099.55558274603
89773,108826.58929765139
89774,141190.93136835852
89775,128245.84051149897
89776,122333.38758024815
89777,102702.56715722899
89778,169272.39621738478
89779,48734.16767061431
89780,52800.91150027402
89781,106835.14611681244
89782,98660.72182827257
89783,132502.91436771455
89784,89471.79292538195
89785,101455.62009167705
89786,122351.82235770648
89787,111013.37427588295
89788,153374.3637723217
89789,52440.54589364771
89790,121631.71238334876
89791,53457.187546136636
89792,115852.43430158829
89793,155281.79904854269
89794,150031.05463616195
89795,103327.48306267578
89796,52680.767983944344
89797,117584.44036481058
89798,48653.63145828105
89799,49566.909721886754
89800,115601.75576557168
89801,99245.37636031336
89802,141802.27764572218
89803,131511.28024063323
89804,116527.65225571302
89805,108554.99643378919
89806,123832.9048307096
89807,110042.38061236951
89808,50677.28524806063
89809,130664.1658484104
89810,106619.71347527833
89811,96193.29469149261
89812,53065.521807458514
89813,46495.294347470604
89814,51231.55315536873
89815,63555.289747551906
89816,142492.93276166377
89817,128681.33791699554
89818,50725.23261330979
89819,115039.3922918605
89820,48632.776617641946
89821,48220.2539842009
89822,50327.45003503704
89823,48877.451389371185
89824,123410.31234152513
89825,50686.38338440181
89826,122007.04704985468
89827,111286.35789666802
89828,130514.50073231132
89829,104708.76214232863
89830,50500.878080118775
89831,137554.53691027474
89832,99585.50907516063
89833,58052.79081245697
89834,108669.87062301332
89835,51673.6192005758
89836,113541.46944930797
89837,98213.20235262594
89838,49350.173788564985
89839,116198.84624484075
89840,134060.95315087496
89841,51010.033467496934
89842,64102.702159990615
89843,130071.00233940079
89844,48923.395371188264
89845,48783.92547780469
89846,118471.23877221262
89847,93868.28286270174
89848,47919.46902381611
89849,55769.55060127812
89850,53133.20084232284
89851,128060.36772016765
89852,120664.21573587957
89853,144238.5760003876
89854,121810.96394509988
89855,115601.75576557168
89856,143993.61387051377
89857,49843.02286683024
89858,103327.48306267578
89859,89364.39736095972
89860,49565.33731926203
89861,148338.2611998745
89862,121096.99750300207
89863,106858.45832828534
89864,89345.64396133047
89865,48656.772720792804
89866,140791.1198673253
89867,149020.6605393854
89868,51736.521980434954
89869,99757.84585147644
89870,164937.72797205107
89871,62640.71077175939
89872,111636.80134854325
89873,159957.32337120775
89874,97655.28496307695
89875,107649.69638058751
89876,126003.06527868772
89877,63900.83648157223
89878,49445.479069897585
89879,48344.32388343077
89880,46939.481445042205
89881,130153.89683078261
89882,139899.1521143475
89883,103856.44803378571
89884,115601.75576557168
89885,117788.84851947462
89886,98133.51682117737
89887,123960.76796081093
89888,130927.33381661383
89889,153757.52680882567
89890,95388.84525923956
89891,127639.91909937758
89892,48697.47164349113
89893,107454.92758427418
89894,46081.456551257324
89895,52370.7958007218
89896,113843.74808944135
89897,109561.59403404954
89898,53535.01890346714
89899,134858.13535656515
89900,88240.93198765373
89901,101314.47380222971
89902,128358.76223832995
89903,124058.45068652357
89904,91092.554441697
89905,54641.00500114019
89906,141087.9103155196
89907,97812.53312295124
89908,48511.4365526004
89909,125543.39682225352
89910,128362.2860451235
89911,103010.15366943364
89912,103269.53228383922
89913,58348.24719275124
89914,105413.87749866187
89915,129627.12311032589
89916,116270.5572520085
89917,144811.67348030407
89918,121590.28822137398
89919,132387.00708473782
89920,50558.42859486401
89921,130077.70372755066
89922,111532.0294521208
89923,141049.46345746395
89924,118398.61192044629
89925,48835.47324690559
89926,62047.13375059173
89927,97695.17201696042
89928,140011.01720252613
89929,141029.19983739004
89930,115807.67424502848
89931,153438.25278439952
89932,126281.64985221945
89933,50654.555980343954
89934,118785.5109783142
89935,127794.41081514745
89936,50631.23034015939
89937,115732.66783441488
89938,115134.93329295352
89939,132151.06603453401
89940,48934.13595786562
89941,145112.7181281452
89942,99037.42006439902
89943,155123.96516252036
89944,120678.08894240056
89945,110151.75362510938
89946,89413.18999545393
89947,127007.02525366546
89948,102428.9690440714
89949,120136.89149271257
89950,98647.8749077586
89951,62522.623266092975
89952,117944.48270477932
89953,128245.84051149897
89954,97046.37738930763
89955,97201.2888558062
89956,117616.94981078884
89957,53025.41961187985
89958,98395.31422286436
89959,91847.89715267696
89960,153862.2502199303
89961,51371.883115512996
89962,110575.04282765665
89963,51732.20196115445
89964,102677.9302769149
89965,110658.3085841985
89966,107254.24974635444
89967,107912.12069680207
89968,123126.95595402067
89969,120572.83172802583
89970,154205.654094076
89971,47800.48795483148
89972,110176.75235190964
89973,51635.2802970054
89974,121491.87117603123
89975,144724.5323339521
89976,48756.60589236997
89977,97013.12238624426
89978,134128.98475337826
89979,99288.8733493131
89980,130833.61077466287
89981,52458.21955402714
89982,139326.86149352574
89983,58729.35661111927
89984,164514.33831155868
89985,118729.78254868042
89986,152396.08901051653
89987,52684.845964869135
89988,53036.9901311782
89989,52533.45730164879
89990,127649.97796938884
89991,96997.49509249367
89992,122573.6679854231
89993,126567.49450907382
89994,51820.51409042668
89995,51644.23079520578
89996,50058.17027519884
89997,122996.22458614153
89998,48705.29101158336
89999,153080.94956785088
90000,49534.017427492035
90001,52200.305834340885
90002,131320.65431087924
90003,118171.18422181623
90004,139076.16491929357
90005,145542.335740572
90006,50701.025462372505
90007,122508.08356756276
90008,126839.93910831264
90009,51658.56903577552
90010,51362.96809864466
90011,55528.26630310762
90012,116108.26782657846
90013,154593.03651224173
90014,150143.91050030553
90015,51090.905459089474
90016,101499.96224439853
90017,140261.19897533517
90018,93049.46568509756
90019,47878.09112389736
90020,51744.05036925111
90021,119002.63314962274
90022,49259.74113541213
90023,141837.74843279435
90024,93421.59688625782
90025,131365.28412224207
90026,121148.41929375549
90027,121784.49835765979
90028,50572.02049647017
90029,52345.494631963506
90030,51564.05931877787
90031,164821.15004136425
90032,50153.25838350891
90033,107708.42321414017
90034,88571.03773943384
90035,108741.20147542708
90036,125926.06872879495
90037,49513.99957460246
90038,99336.82891174634
90039,51419.61113870603
90040,155581.12197892033
90041,51638.28957341646
90042,108254.54171400229
90043,122175.38884683524
90044,111458.84101590198
90045,159487.00441402046
90046,57500.9790004983
90047,125197.67183786015
90048,133944.9266475009
90049,50468.89476050569
90050,146218.45719798928
90051,48980.50937484683
90052,51855.287553673974
90053,53489.3472794219
90054,115642.69692373431
90055,52619.31011518613
90056,105090.32530116932
90057,54093.39250155883
90058,106328.84126544028
90059,137959.00407490163
90060,66289.80374005798
90061,142618.13738061395
90062,52756.92794754701
90063,53740.03167613851
90064,92346.73832242248
90065,53864.956786263225
90066,148805.3441179178
90067,144586.48598544445
90068,119632.9240170937
90069,111512.0213433519
90070,112338.30723555187
90071,58036.32240806722
90072,144992.81780071612
90073,134973.07491435704
90074,50772.64973291379
90075,48942.41174217
90076,52336.59155757336
90077,144258.390606585
90078,114950.86116781362
90079,52236.98952857868
90080,55309.51029737031
90081,128332.28242599328
90082,50222.88231410091
90083,124251.12395345334
90084,122062.1855018995
90085,103840.21306341552
90086,119154.64575717307
90087,129653.67439186924
90088,156683.64625880288
90089,51481.161039696264
90090,52682.48256030297
90091,51629.44538875175
90092,143912.11527553166
90093,48439.11181373061
90094,58046.84359968289
90095,59087.1043322416
90096,88888.36713267598
90097,149977.4780128748
90098,100254.9262911354
90099,51535.41865853342
90100,51783.92324712176
90101,117397.55715177601
90102,56992.33185816154
90103,122508.77029623852
90104,127877.33099537644
90105,152044.78477130504
90106,115982.11584209782
90107,55280.1879794794
90108,51166.8278186783
90109,48775.85804381536
90110,104280.22082809191
90111,115302.16290044533
90112,102433.72524819893
90113,97113.1517544631
90114,57974.65289485428
90115,90614.36388083498
90116,154971.3884722134
90117,107566.22425702565
90118,136778.47152182867
90119,98028.45356358006
90120,122043.45441331061
90121,49543.12739771063
90122,118468.87806421294
90123,48250.71325935989
90124,107718.1066398199
90125,143667.6549744075
90126,124555.47421852752
90127,120669.45772616485
90128,52585.12020937232
90129,119787.38021405641
90130,107972.77546166196
90131,111113.18427753681
90132,157533.6891723844
90133,127976.33886274791
90134,56669.217916461785
90135,48321.75070773979
90136,95356.0279879481
90137,48315.44722439982
90138,97115.65380898578
90139,113525.66050551165
90140,119617.23818268525
90141,64588.10243868396
90142,162279.05613291104
90143,134655.56422932612
90144,58117.729390842556
90145,52601.383034282815
90146,131876.61722666686
90147,115153.09728834433
90148,49831.07506408061
90149,48130.77779366612
90150,49712.468064300294
90151,89186.46100151594
90152,49748.90132740161
90153,106614.55887932566
90154,50741.027917215564
90155,110680.0370003937
90156,121165.79084525675
90157,99111.72955172614
90158,105653.47574746807
90159,52737.977078509146
90160,118422.62123000994
90161,140457.9992922022
90162,151928.21666840476
90163,143554.11089638868
90164,50074.81640774167
90165,54758.45895404622
90166,153080.94956785088
90167,56124.07841552146
90168,48867.78813642024
90169,50895.03297079076
90170,59312.88015370879
90171,108307.83784943455
90172,52955.56572442539
90173,124482.61787450855
90174,111981.44162893548
90175,153280.8853239735
90176,125622.03965083208
90177,49656.29081413599
90178,127730.6644727017
90179,94903.39255162848
90180,133208.83286740666
90181,53553.50226150447
90182,52186.46114537471
90183,154609.82520156447
90184,122501.06452345218
90185,102856.36370850925
90186,127759.54380613167
90187,113546.40713460097
90188,141193.9102800676
90189,116356.35830395605
90190,54136.86417877888
90191,110753.61896743128
90192,56420.61666006019
90193,127404.02007322322
90194,88188.79608391858
90195,126225.14996034477
90196,50078.75323500388
90197,49031.25137408228
90198,92877.07164278356
90199,108669.87062301332
90200,51959.87661527188
90201,48386.30202589638
90202,127251.73040029555
90203,157943.1605009089
90204,123173.91014383838
90205,109093.8182413405
90206,108202.64746931376
90207,129040.36919611887
90208,109844.83392303567
90209,56262.49095858005
90210,131735.9847247026
90211,51487.10226148558
90212,139559.99687742206
90213,106510.45873369863
90214,118123.97615426271
90215,49059.77284816082
90216,123643.39807650975
90217,122953.62478643836
90218,110339.5681435294
90219,124157.74500606788
90220,144676.9052954227
90221,106585.6829546809
90222,144637.47455111312
90223,130052.91727771006
90224,53529.886198042914
90225,50738.197362558785
90226,108826.58929765139
90227,50532.36133385376
90228,48386.30202589638
90229,134513.081193185
90230,51904.84637438965
90231,54027.49427324469
90232,133843.78637879316
90233,52856.35806923686
90234,108718.18471228579
90235,127727.5321158296
90236,47524.9248315617
90237,140310.21880187947
90238,118868.49459613489
90239,48261.58589888002
90240,88888.36713267598
90241,92188.07243491296
90242,50560.55597056116
90243,50108.78715126465
90244,51437.624872717075
90245,51521.4313907025
90246,53099.60551363239
90247,136706.68395225334
90248,50037.18044984571
90249,116584.096256986
90250,148847.39342241682
90251,104200.67079840969
90252,122297.79153581499
90253,114120.59248556034
90254,131315.47349157694
90255,120317.50305928205
90256,56385.57655109957
90257,126436.67454929707
90258,52742.19932351434
90259,100300.99365495505
90260,122069.29728358712
90261,119539.7715819286
90262,123061.75703137853
90263,113026.92779798902
90264,130783.31041513546
90265,130832.25164722968
90266,93964.44420645786
90267,124852.73566934062
90268,115097.70842448159
90269,124156.4574369265
90270,154833.93841383862
90271,153080.94956785088
90272,135645.69860976128
90273,126568.60743205511
90274,46078.91729236594
90275,94153.76629937506
90276,51531.249841216835
90277,98239.23040414054
90278,123198.40234721208
90279,126150.34767695422
90280,52254.899277496814
90281,92560.13333243059
90282,127835.72069662606
90283,48784.931693350256
90284,99332.6893001835
90285,51642.01892703823
90286,118939.59909865861
90287,96015.20019818356
90288,50046.689935049966
90289,49031.25137408228
90290,136109.07855923355
90291,52020.538524337884
90292,55946.24892611684
90293,67208.14345602035
90294,98171.89366752036
90295,49789.63844860042
90296,50337.226587101824
90297,134592.10013786913
90298,52112.759309960486
90299,122786.11813582265
90300,53863.38783407636
90301,47512.18277057979
90302,107076.27416108413
90303,113552.21849902664
90304,105908.65127187964
90305,51376.43978156264
90306,133699.47254250915
90307,113546.27727723731
90308,138603.0434886851
90309,55881.09319540253
90310,58273.19132105395
90311,128971.4843600592
90312,115878.83544564575
90313,98735.63057091765
90314,120404.79856072186
90315,145520.08925696858
90316,108127.0268658144
90317,110122.86114563738
90318,142093.61404491396
90319,131495.71055177128
90320,126252.81590034699
90321,54564.0620108198
90322,118939.59909865861
90323,99552.09129408823
90324,94445.47650171928
90325,48126.93672224545
90326,57696.90423384119
90327,50311.72438658342
90328,53406.84076098347
90329,132099.9303256349
90330,129652.65794934225
90331,113832.31010617074
90332,108522.40726032623
90333,51482.141455304605
90334,52084.77638773073
90335,97314.82448573581
90336,48386.30202589638
90337,116619.21605122149
90338,50563.66871855385
90339,118090.62881874133
90340,53213.654106997914
90341,153017.89853427853
90342,115648.4435260891
90343,53259.65835558627
90344,116931.73007683302
90345,121631.71238334876
90346,121279.84572926692
90347,127858.26348370874
90348,49111.12384608673
90349,150527.23865401253
90350,126231.09118213409
90351,97017.35367353176
90352,106268.36957587102
90353,151961.98218461068
90354,62630.52659504557
90355,122725.1114551861
90356,49070.92440694942
90357,89730.51938869606
90358,56183.74774707346
90359,51744.05973188769
90360,140165.3235065254
90361,96193.29469149261
90362,50924.180060519044
90363,106948.06674890389
90364,131256.354926335
90365,49871.873253008496
90366,118727.2513292708
90367,131859.55640115
90368,106405.85981537978
90369,125540.62071323264
90370,89186.46100151594
90371,131331.6325849485
90372,152360.55835395676
90373,108574.55785899656
90374,120015.95546009268
90375,113827.20810470103
90376,108405.91400234067
90377,48753.595013707294
90378,50163.08411944092
90379,97812.53312295124
90380,110102.17393681343
90381,125666.25331878048
90382,127582.43983491899
90383,147582.95776856501
90384,122651.15161709297
90385,136833.7577799025
90386,118068.18710293369
90387,127096.16620126029
90388,130905.51625784794
90389,135829.36084097595
90390,50688.03504397076
90391,53953.70047369019
90392,101308.53258044038
90393,103928.91909546021
90394,118196.4952916592
90395,136023.99505173805
90396,48488.998330844755
90397,121233.07254362213
90398,152708.64590785909
90399,48523.47460437249
90400,138091.09379282198
90401,111398.2899760497
90402,138683.61892334948
90403,109087.87701955118
90404,97672.15214640173
90405,129933.772710985
90406,162120.29693638877
90407,123540.29677964469
90408,140832.30653866805
90409,121133.2059867406
90410,53867.39721419853
90411,134178.58360553306
90412,155080.92295985034
90413,102563.62162071215
90414,115583.0690774631
90415,123592.87639263975
90416,52684.845964869135
90417,105575.78768184982
90418,51713.336879980896
90419,129477.83803145848
90420,113374.72591831024
90421,115415.33844117275
90422,49934.96460386463
90423,123275.32946618329
90424,133544.40069776142
90425,126092.70604239524
90426,124113.56903419671
90427,106313.40652809081
90428,48432.80833039064
90429,54512.61896530389
90430,131849.51843534462
90431,125755.77252833985
90432,103656.57022909094
90433,118428.96385154325
90434,130815.28403167799
90435,123237.90836675293
90436,51449.438319835186
90437,98329.79436209009
90438,51038.509683796336
90439,95544.64612999867
90440,99240.13994109305
90441,52889.398115391974
90442,50947.387181919505
90443,147933.57447807142
90444,145443.979035919
90445,49740.29782516165
90446,56390.942313467414
90447,89357.7828496685
90448,110351.6589835394
90449,157934.4131726271
90450,114120.36868859045
90451,49871.873253008496
90452,157974.35371521267
90453,49449.530972805216
90454,143667.6549744075
90455,103029.23200954661
90456,50585.45528695105
90457,118987.7578731669
90458,97587.15311940764
90459,103740.7604640236
90460,62313.379135903604
90461,51013.744219407214
90462,63143.07630538038
90463,114723.74012214702
90464,124635.66759313739
90465,127792.146250354
90466,141253.72508229755
90467,132715.20297363063
90468,49535.822603704124
90469,114633.53177457149
90470,104352.85512294284
90471,98039.26211688922
90472,96941.3141317103
90473,52646.337677561445
90474,96400.61989017326
90475,49871.873253008496
90476,51884.6958072739
90477,52797.62759811688
90478,134123.04353158892
90479,51607.465687661366
90480,136693.61702871948
90481,122546.51050394114
90482,97921.90101089841
90483,62842.687849855385
90484,132387.00708473782
90485,131557.9025255244
90486,141059.98851501563
90487,50140.02579500405
90488,125146.24108080305
90489,127608.38754910453
90490,118732.05300824785
90491,109542.57911643025
90492,51499.56386884711
90493,106531.55315876365
90494,129588.4122001426
90495,59920.46500364839
90496,52357.03494912861
90497,106614.55887932566
90498,55774.76484645745
90499,102942.33462190985
90500,58046.109605320395
90501,92877.07164278356
90502,111131.75369897146
90503,56557.75817617759
90504,48263.642036430734
90505,143020.97643278493
90506,147522.11640149954
90507,108360.06922870211
90508,138098.59626905603
90509,53040.4625729843
90510,141403.900801473
90511,125488.58562953211
90512,53537.63641451578
90513,99987.5208668303
90514,49422.555516744455
90515,137489.58209322148
90516,116400.30063783293
90517,48459.770933035084
90518,49604.975933349386
90519,95155.19356826889
90520,85994.08239848819
90521,52809.99240478491
90522,103751.70191862837
90523,109970.3709402279
90524,95388.84525923956
90525,134495.180740255
90526,51258.124312728396
90527,97584.34356462464
90528,118498.55339847851
90529,107763.29357271064
90530,50907.69012564219
90531,102182.4684838112
90532,141466.89301583456
90533,152664.03124044323
90534,115536.83229770575
90535,46012.87106716172
90536,143979.6026765605
90537,52261.523905867165
90538,62726.44678561375
90539,53612.912095524145
90540,118428.96385154325
90541,107468.72173207293
90542,109782.65557469356
90543,109363.36692157852
90544,160687.08758280607
90545,48939.14178434499
90546,51753.54527305365
90547,151685.5333539383
90548,85016.26115892804
90549,116628.31804283966
90550,144483.55580236737
90551,135261.0475304971
90552,131015.98100185016
90553,127494.36390231285
90554,138970.93807826596
90555,97789.86498713015
90556,48653.63145828105
90557,110781.37993371222
90558,109132.1543212721
90559,54287.76304184995
90560,120595.4878168656
90561,48332.82191109143
90562,122267.018384764
90563,145515.87870846788
90564,94551.34617189031
90565,102074.87029067702
90566,54034.32338871113
90567,123348.61278413126
90568,123363.13011329058
90569,137824.43524445524
90570,109784.70821580675
90571,136616.53770233435
90572,120431.30148964217
90573,109579.81524017375
90574,118951.69432194039
90575,131344.9562521787
90576,51935.88491376008
90577,48315.44722439982
90578,117378.00821136021
90579,51127.79615651834
90580,97489.47558341155
90581,134082.08988613513
90582,135929.35994007468
90583,97695.17201696042
90584,124432.38777394517
90585,116798.78186113396
90586,103010.15366943364
90587,52672.64438910779
90588,51029.84632888965
90589,134694.75270439556
90590,48922.28251773484
90591,97695.17201696042
90592,130767.98601630371
90593,122008.84393349571
90594,116628.44790020332
90595,128564.4055292366
90596,104399.54300544097
90597,128865.95312842599
90598,142683.98159670254
90599,66585.86942494076
90600,111926.42652164158
90601,119416.99181747608
90602,115313.15263181264
90603,103053.8688898607
90604,51627.639171768344
90605,108203.62996913321
90606,118422.36782711437
90607,51110.704448462144
90608,139097.70941895997
90609,118148.91349684336
90610,89276.23247809328
90611,116403.50870914385
90612,98189.77251332992
90613,109303.23403795251
90614,47926.968434994145
90615,153928.9463036232
90616,158295.55430552096
90617,118925.09058970296
90618,110979.70829600892
90619,91839.53125088115
90620,158775.7481404336
90621,47617.80554603989
90622,126225.14996034477
90623,103650.6717423372
90624,50688.18523143154
90625,87774.48431197545
90626,49567.67161605372
90627,110301.3360800702
90628,120867.67487664339
90629,50646.10047410863
90630,50402.182266247524
90631,118555.90377368646
90632,49162.43872687333
90633,102984.02918173859
90634,100280.12413497265
90635,115053.15848675363
90636,88985.8696576287
90637,50039.84044903139
90638,138132.93211008413
90639,153968.40460653428
90640,54113.79609666455
90641,130950.65213183113
90642,90548.10525968114
90643,139696.75200982092
90644,51963.79679582763
90645,98141.72999432568
90646,57353.48211284015
90647,51198.55243315015
90648,97911.09245758923
90649,52830.42563075723
90650,120240.23833676298
90651,99401.01045791303
90652,116489.44506821269
90653,140943.76179058786
90654,156480.482872771
90655,140897.39703448792
90656,135119.94907794605
90657,55790.0736574982
90658,50075.26004865217
90659,125036.71745260742
90660,51822.02502102815
90661,137410.51893417287
90662,52127.88913423159
90663,108825.50472061301
90664,97489.61787878803
90665,137627.6391884279
